file_name,features,ts_len,anomaly_len,num_anomaly,avg_anomaly_len,anomaly_ratio,point_anomaly,seq_anomaly
001_Genesis_id_1_Sensor_tr_4055_1st_15538.csv,18,16220,50,3,16.666666666666668,0.00308261405672,0,1
002_MSL_id_1_Sensor_tr_500_1st_900.csv,55,1827,11,1,11.0,0.0060207991242474,0,1
003_MSL_id_2_Sensor_tr_883_1st_1238.csv,55,3535,228,2,114.0,0.0644978783592645,0,1
005_MSL_id_4_Sensor_tr_855_1st_2700.csv,55,3422,71,1,71.0,0.0207481005260081,0,1
006_MSL_id_5_Sensor_tr_1150_1st_1250.csv,55,5054,423,3,141.0,0.0836960823110407,0,1
007_MSL_id_6_Sensor_tr_980_1st_3550.csv,55,3922,151,1,151.0,0.0385007649158592,0,1
008_MSL_id_7_Sensor_tr_656_1st_1630.csv,55,2625,222,2,111.0,0.0845714285714285,0,1
009_MSL_id_8_Sensor_tr_714_1st_1390.csv,55,2856,21,1,21.0,0.0073529411764705,0,1
010_MSL_id_9_Sensor_tr_554_1st_1172.csv,55,2217,69,1,69.0,0.0311231393775372,0,1
012_MSL_id_11_Sensor_tr_539_1st_940.csv,55,2156,101,1,101.0,0.0468460111317254,0,1
013_MSL_id_12_Sensor_tr_554_1st_1200.csv,55,2218,26,1,26.0,0.011722272317403,0,1
014_MSL_id_13_Sensor_tr_1525_1st_4575.csv,55,6100,181,1,181.0,0.0296721311475409,0,1
015_MSL_id_14_Sensor_tr_575_1st_1250.csv,55,2303,301,1,301.0,0.1306990881458966,0,1
016_MSL_id_15_Sensor_tr_500_1st_780.csv,55,1096,112,2,56.0,0.1021897810218978,0,1
017_MSL_id_16_Sensor_tr_512_1st_1850.csv,55,2049,181,1,181.0,0.0883357735480722,0,1
018_Daphnet_id_1_HumanActivity_tr_9693_1st_20732.csv,9,38774,2306,6,384.3333333333333,0.0594728426265022,0,1
019_MITDB_id_1_Medical_tr_37500_1st_103211.csv,2,150000,18610,1,18610.0,0.1240666666666666,0,1
020_MITDB_id_2_Medical_tr_50000_1st_52315.csv,2,650000,1047,2,523.5,0.0016107692307692,0,1
021_MITDB_id_3_Medical_tr_50000_1st_57595.csv,2,500000,8810,18,489.44444444444446,0.01762,0,1
022_MITDB_id_4_Medical_tr_50000_1st_54253.csv,2,300000,13293,25,531.72,0.04431,0,1
024_MITDB_id_6_Medical_tr_50000_1st_58118.csv,2,200000,353,1,353.0,0.001765,0,1
025_MITDB_id_7_Medical_tr_37500_1st_88864.csv,2,150000,3696,6,616.0,0.02464,0,1
026_MITDB_id_8_Medical_tr_30495_1st_30595.csv,2,400000,26233,48,546.5208333333334,0.0655825,0,1
027_MITDB_id_9_Medical_tr_25000_1st_52255.csv,2,100000,433,1,433.0,0.00433,0,1
029_MITDB_id_11_Medical_tr_50000_1st_518037.csv,2,600000,1750,5,350.0,0.0029166666666666,0,1
030_MITDB_id_12_Medical_tr_50000_1st_84572.csv,2,620000,26771,59,453.7457627118644,0.0431790322580645,0,1
031_MITDB_id_13_Medical_tr_50000_1st_79433.csv,2,450000,9807,28,350.25,0.0217933333333333,0,1
032_GHL_id_1_Sensor_tr_50000_1st_65001.csv,19,200001,1850,2,925.0,0.0092499537502312,0,1
033_GHL_id_2_Sensor_tr_50000_1st_51001.csv,19,200001,1847,2,923.5,0.0092349538252308,0,1
034_GHL_id_3_Sensor_tr_50000_1st_122001.csv,19,200001,1919,2,959.5,0.0095949520252398,0,1
035_GHL_id_4_Sensor_tr_50000_1st_90001.csv,19,200001,2713,3,904.3333333333334,0.0135649321753391,0,1
036_GHL_id_5_Sensor_tr_50000_1st_67147.csv,19,200001,2283,2,1141.5,0.0114149429252853,0,1
037_GHL_id_6_Sensor_tr_50000_1st_80001.csv,19,200001,1866,2,933.0,0.0093299533502332,0,1
038_GHL_id_7_Sensor_tr_50000_1st_100001.csv,19,200001,1695,2,847.5,0.0084749576252118,0,1
039_GHL_id_8_Sensor_tr_50000_1st_63030.csv,19,200001,1168,1,1168.0,0.005839970800146,0,1
041_GHL_id_10_Sensor_tr_50000_1st_57001.csv,19,200001,1855,2,927.5,0.0092749536252318,0,1
042_GHL_id_11_Sensor_tr_50000_1st_150001.csv,19,200001,1546,2,773.0,0.0077299613501932,0,1
043_GHL_id_12_Sensor_tr_39938_1st_40038.csv,19,200001,1051,1,1051.0,0.0052549737251313,0,1
044_GHL_id_13_Sensor_tr_50000_1st_145001.csv,19,200001,1849,2,924.5,0.0092449537752311,0,1
045_GHL_id_14_Sensor_tr_50000_1st_85076.csv,19,200001,1771,2,885.5,0.0088549557252213,0,1
046_GHL_id_15_Sensor_tr_50000_1st_156462.csv,19,200001,1239,1,1239.0,0.0061949690251548,0,1
047_GHL_id_16_Sensor_tr_50000_1st_77001.csv,19,200001,2728,3,909.3333333333334,0.0136399318003409,0,1
048_GHL_id_17_Sensor_tr_50000_1st_154001.csv,19,200001,3583,4,895.75,0.0179149104254478,0,1
050_GHL_id_19_Sensor_tr_43750_1st_55001.csv,19,175001,1129,1,1129.0,0.0064513917063331,0,1
