D1,D2,D3,Label
-0.026528510142687686,0.1349071718689185,0.14292403391665562,0
0.12720577027077903,0.05348611078115964,0.09065418960244051,0
0.1869291523984944,0.04507699623444343,-0.05397122805275903,0
-0.01540519915930931,-0.015143252508498609,0.02144417439952659,0
0.04305333488956036,-0.062390346590543724,-0.07954208300423339,0
0.04817767841847868,0.12704145222983762,0.005881270390033962,0
0.07795233692694215,-0.08825583660050385,0.2890708755619239,0
-0.060544874115285745,0.06950837563182083,0.07582206901812916,0
0.08567621423010816,-0.06070350588095402,-4.110702149420169,1
0.011440573059935082,-0.03086896284037488,-0.3024683064351637,0
0.16866892024065328,-0.02105202304442739,0.0014840152624600166,0
0.03305064095144671,0.08651062782498153,-0.18775738620158994,0
-0.19963531708796145,-0.19559441162746405,0.12031532617382477,0
-4.149802537500248,0.035708851744210866,0.029760599307496773,1
0.004665494636106512,0.07895429237195722,0.06495639085308717,0
0.0997360384696561,-0.07517027221302933,0.012650788860815956,0
0.18532179706866153,0.26485602171196193,0.2167378585610539,0
-0.19347863216106723,-0.12492374210961515,-0.010657795646593062,0
-0.009996303907679808,-0.03602412738808942,-0.007162954890995082,0
-0.16962400228082788,-0.11579668935561481,0.10657335443105809,0
-0.12103611507471863,-0.10553856338270225,0.12744054615720432,0
0.06951508275980282,0.03319303149924604,0.16912235309352355,0
0.103675328432363,-0.11520187365724616,-0.254800457522582,0
0.16986349445470383,0.13445170491366915,0.034937078591780815,0
-0.06856038523086856,0.14549402064961017,-0.012750771389107202,0
-0.03587677008283792,0.028629746462494006,-0.03809043480272421,0
-0.002388699245638945,-0.08589042767298811,-0.13300007942493283,0
-0.12038965771605836,-0.15506737278461702,-0.09488137968891996,0
0.06848085626978011,-0.016567808340019387,0.038826309532476073,0
0.03669688919933234,0.18615743329192808,0.03280005211561253,0
0.05747417197995935,0.02857440637562779,0.26608592580811535,0
0.050986024066785554,0.002432232159061271,-0.10105026676976905,0
0.03872001794219784,-0.20190726719835006,0.00769374152253074,0
-0.14295276954639471,-0.024273535473663798,-0.14344442345168498,0
