D1,D2,D3,Label
0.15714679451734448,-0.15648311203598758,-0.057033781565489154,0
-3.978035595945559,-0.07910959558222413,0.011141033816906525,1
0.09440526831333154,-0.07810736773688397,-0.1209359973501151,0
-0.021844144364143152,-0.04058537215872323,-0.021069486479282976,0
-0.0895526305595948,0.08120965531183935,0.12804637714317496,0
-0.09274250935310235,-0.020577769448007814,-0.08826935190105067,0
-0.04088932309894156,0.052533862252818746,0.01200379667066118,0
0.040721859391840136,-0.06436669533327952,0.06948363419446518,0
0.007783086033524489,-0.0849221345018927,-0.14333339067998638,0
-0.12377642828532376,0.16693374506804506,0.05740157890973965,0
0.11109351648283482,0.09892697845687948,-0.11180426176091984,0
-0.05300522178866138,0.1299710157672945,0.0907983719312839,0
0.10449329963105065,0.06228615371363275,0.08994234266272363,0
-0.13109055865426553,0.08014382483680735,-0.0083899582226007,0
0.06711623309098355,-0.026623611103194098,-0.2169473907139251,0
-0.05120363970788934,0.037092495648591864,-0.046830512589009235,0
-0.014854661390697336,-0.018219727271734012,-0.12227796244259731,0
0.13330243785562207,-0.1502275615089792,0.07243196955781518,0
0.015543721922321847,-0.04718398353487491,-0.10071555453290067,0
-0.021269295802782397,0.1883563548982608,-0.10294276703635286,0
-0.010827644050019639,-0.12000277264878692,-0.019248352284997237,0
-0.01595841405194384,-0.1481518188635722,0.05360393149255343,0
0.03981168275683966,-0.09423742104694731,0.04466441110882443,0
-0.09543433987919607,-0.13944864123264095,0.10413165173468114,0
0.1733046832953072,0.015824659120393,-0.14068430456274192,0
0.04345525389577992,-0.042692407481995646,-0.040366057155548016,0
0.031755260717117116,0.18651729991134217,0.007724519963566179,0
-0.15466873009042398,-0.1455545790970366,0.05132806314424512,0
0.09717942045439946,-0.06918491316602793,0.0686095035873405,0
0.04710562221557546,0.04947314868782374,0.08494887225750346,0
-0.09626445647685683,-0.06841893380890517,-0.1278338374526348,0
0.09242123731769752,-0.11626237903956614,0.08008238550565483,0
-0.038990193542152246,0.03181657040918195,0.08936487676592256,0
0.123966020877924,-0.07330753783201409,0.022798840411867406,0
